País de Origen,Entidad federativa,Total 2006,Total 2007,Total 2008,Total 2009,Total 2010,Total 2011,Total 2012,Total 2013,Total 2014,Total 2015,Total 2016,Total 2017,Total 2018,Total 2019,Total 2020,Total 2021,Total 2022,Total 2023,Total general
"Venezuela, República Bolivariana de",Hidalgo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
"Venezuela, República Bolivariana de",Jalisco,C,0.1,0.0,C,C,0.6,-0.7,1.1,1.8,-0.1,C,0.1,0.2,0.3,3.8,-4.4,0.5,0.0,3.4
"Venezuela, República Bolivariana de",Michoacán de Ocampo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
"Venezuela, República Bolivariana de",Morelos,C,0.0,0.0,C,0.0,0.0,C,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.1
"Venezuela, República Bolivariana de",Nayarit,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.3,C,C,0.0,C,0.3,0.4,0.0,1.4
"Venezuela, República Bolivariana de",Nuevo León,-1.8,-2.9,-0.7,-10.3,-13.6,7.5,-1.3,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.0
"Venezuela, República Bolivariana de",Oaxaca,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
"Venezuela, República Bolivariana de",Puebla,0.0,0.0,C,0.0,C,C,C,0.3,0.1,0.0,0.0,0.1,0.0,0.0,0.0,C,0.0,0.0,1.9
"Venezuela, República Bolivariana de",Querétaro,C,0.0,C,0.0,0.0,0.3,0.0,0.0,0.2,0.0,0.1,0.0,1.7,0.0,-2.4,C,0.0,0.0,0.0
"Venezuela, República Bolivariana de",Quintana Roo,0.4,0.6,0.1,0.1,1.6,3.3,7.9,2.0,2.8,1.6,4.0,2.9,2.2,0.8,1.4,1.0,5.2,3.0,40.9
"Venezuela, República Bolivariana de",San Luis Potosí,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.1
"Venezuela, República Bolivariana de",Sinaloa,C,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.1,C,C,C,C,0.0,0.3,1.3
"Venezuela, República Bolivariana de",Sonora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,C
"Venezuela, República Bolivariana de",Tabasco,0.0,0.9,1.0,0.7,3.0,5.1,2.9,15.8,12.2,4.4,3.3,1.4,-0.1,-0.8,-0.3,0.1,0.5,0.0,49.9
"Venezuela, República Bolivariana de",Tamaulipas,0.0,0.0,0.0,C,9.2,0.6,0.5,C,0.5,0.4,0.8,0.1,0.0,C,C,C,C,0.0,15.0
"Venezuela, República Bolivariana de",Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
"Venezuela, República Bolivariana de",Veracruz de Ignacio de la Llave,C,7.2,3.5,10.5,1.2,0.5,1.6,3.3,0.6,1.0,0.6,0.3,3.9,0.1,0.3,0.4,-0.1,C,35.2
"Venezuela, República Bolivariana de",Yucatán,0.0,0.0,0.0,0.0,C,0.9,0.4,0.9,1.5,1.7,1.0,1.1,0.7,0.9,1.2,2.0,1.4,0.3,14.1
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
